time xmove ymove altitude xerror xintegral yerror yintegral
41,09 963 -378 -1672 749 214 -294 -84
41,13 918 -315 -1628 714 204 -245 -70
41,21 864 -315 -1584 672 192 -245 -70
41,25 810 -315 -1606 630 180 -245 -70
41,29 711 -252 -1540 553 158 -196 -56
41,29 612 -252 -1584 476 136 -196 -56
41,41 504 -189 -1386 392 112 -147 -42
41,49 405 -189 -1276 315 90 -147 -42
41,54 306 -189 -1232 238 68 -147 -42
41,62 306 -126 -1232 238 68 -98 -28
41,66 198 -252 -1166 154 44 -196 -56
41,70 99 -252 -1166 77 22 -196 -56
41,78 99 -252 -968 77 22 -196 -56
41,78 0 -252 -770 0 0 -196 -56
41,78 0 -252 -1012 0 0 -196 -56
41,86 -108 -189 -1122 -84 -24 -147 -42
41,90 -162 -189 -1100 -126 -36 -147 -42
41,94 -162 -189 -924 -126 -36 -147 -42
42,02 -162 -189 -990 -126 -36 -147 -42
42,06 -162 -189 -1188 -126 -36 -147 -42
42,10 -162 -189 -1276 -126 -36 -147 -42
42,18 -108 -252 -1254 -84 -24 -196 -56
42,34 0 -378 -1188 0 0 -294 -84
42,38 0 -441 -1276 0 0 -343 -98
42,42 45 -504 -1210 35 10 -392 -112
42,51 99 -567 -880 77 22 -441 -126
42,55 153 -567 -1056 119 34 -441 -126
42,63 198 -756 -1100 154 44 -588 -168
42,67 306 -756 -880 238 68 -588 -168
42,71 351 -882 -1056 273 78 -686 -196
42,79 405 -945 -1100 315 90 -735 -210
42,83 459 -1008 -1100 357 102 -784 -224
42,87 504 -1071 -880 392 112 -833 -238
42,95 612 -1188 -1166 476 136 -924 -264
43,07 711 -1377 -1144 553 158 -1071 -306
43,11 810 -1503 -1122 630 180 -1169 -334
43,15 810 -1629 -1166 630 180 -1267 -362
43,19 918 -1692 -1232 714 204 -1316 -376
43,23 918 -1818 -1100 714 204 -1414 -404
43,31 1017 -1944 -1034 791 226 -1512 -432
43,35 1071 -2070 -1056 833 238 -1610 -460
43,43 1125 -2133 -1034 875 250 -1659 -474
43,47 1224 -2196 -968 952 272 -1708 -488
43,56 1224 -2250 -1012 952 272 -1750 -500
43,60 1224 -2196 -968 952 272 -1708 -488
43,72 1224 -2196 -792 952 272 -1708 -488
43,76 1125 -2196 -792 875 250 -1708 -488
43,88 1071 -2133 -550 833 238 -1659 -474
43,92 1017 -2133 -484 791 226 -1659 -474
43,96 1017 -2133 -484 791 226 -1659 -474
44,04 963 -2070 -440 749 214 -1610 -460
44,12 963 -2007 -308 749 214 -1561 -446
44,12 963 -1944 -308 749 214 -1512 -432
44,20 1017 -1818 -264 791 226 -1414 -404
44,28 1017 -1755 88 791 226 -1365 -390
44,32 1017 -1629 0 791 226 -1267 -362
44,36 1017 -1503 22 791 226 -1169 -334
44,40 1071 -1377 -154 833 238 -1071 -306
44,48 1125 -1251 -44 875 250 -973 -278
44,61 1170 -882 -110 910 260 -686 -196
44,65 1224 -756 110 952 272 -588 -168
44,73 1278 -630 -44 994 284 -490 -140
44,77 1278 -630 -110 994 284 -490 -140
44,81 1431 -378 -110 1113 318 -294 -84
44,89 1530 -126 22 1190 340 -98 -28
44,93 1629 0 176 1267 362 0 0
44,97 1683 243 242 1309 374 189 54
45,01 1836 369 132 1428 408 287 82
45,09 2043 621 220 1589 454 483 138
45,13 2043 621 132 1589 454 483 138
45,21 2349 999 418 1827 522 777 222
45,33 2655 1368 330 2065 590 1064 304
45,37 2754 1494 352 2142 612 1162 332
45,41 2754 1494 440 2142 612 1162 332
45,45 3060 1683 242 2380 680 1309 374
45,54 3060 1683 286 2380 680 1309 374
45,62 3321 1872 242 2583 738 1456 416
45,62 3321 1872 264 2583 738 1456 416
45,66 3168 1935 198 2464 704 1505 430
45,70 3168 1935 242 2464 704 1505 430
45,82 3267 1998 198 2541 726 1554 444
45,86 3267 1998 176 2541 726 1554 444
45,90 3267 1998 176 2541 726 1554 444
46,02 3267 2124 110 2541 726 1652 472
46,10 3060 1998 66 2380 680 1554 444
46,14 2862 1872 -22 2226 636 1456 416
46,22 2862 1872 22 2226 636 1456 416
46,22 2862 1872 0 2226 636 1456 416
46,30 2754 1683 -154 2142 612 1309 374
46,34 2754 1746 -176 2142 612 1358 388
46,42 2754 1746 -220 2142 612 1358 388
46,46 2349 1368 -220 1827 522 1064 304
46,51 2349 1368 -308 1827 522 1064 304
46,55 2349 1305 -264 1827 522 1015 290
46,71 2250 999 -440 1750 500 777 222
46,75 2250 999 -484 1750 500 777 222
46,83 2349 747 -462 1827 522 581 166
46,87 2403 621 -506 1869 534 483 138
46,91 2349 432 -572 1827 522 336 96
46,95 2250 243 -572 1750 500 189 54
47,03 2250 0 -638 1750 500 0 0
47,11 2250 -126 -638 1750 500 -98 -28
47,15 2250 -378 -572 1750 500 -294 -84
47,19 2250 -630 -704 1750 500 -490 -140
47,27 2250 -819 -726 1750 500 -637 -182
47,27 2142 -1008 -770 1666 476 -784 -224
47,31 2142 -1314 -814 1666 476 -1022 -292
47,39 2142 -1629 -858 1666 476 -1267 -362
47,43 2142 -1881 -770 1666 476 -1463 -418
47,52 2142 -2070 -858 1666 476 -1610 -460
47,64 2043 -2565 -902 1589 454 -1995 -570
47,68 2043 -2754 -880 1589 454 -2142 -612
47,76 2043 -2943 -946 1589 454 -2289 -654
47,84 2043 -3069 -792 1589 454 -2387 -682
47,88 1935 -3258 -880 1505 430 -2534 -724
47,92 1935 -3258 -836 1505 430 -2534 -724
47,96 1782 -3438 -858 1386 396 -2674 -764
48,00 1782 -3438 -792 1386 396 -2674 -764
48,08 1431 -3564 -704 1113 318 -2772 -792
48,12 1224 -3438 -792 952 272 -2674 -764
48,20 1017 -3375 -748 791 226 -2625 -750
48,24 864 -3258 -682 672 192 -2534 -724
48,40 504 -3501 -484 392 112 -2723 -778
48,44 351 -3627 -264 273 78 -2821 -806
48,48 198 -3816 -440 154 44 -2968 -848
48,53 0 -3816 -264 0 0 -2968 -848
48,61 -207 -3942 -220 -161 -46 -3066 -876
48,69 -207 -3942 -176 -161 -46 -3066 -876
48,73 -207 -3942 -242 -161 -46 -3066 -876
48,81 -927 -4005 -264 -721 -206 -3115 -890
48,85 -1125 -4005 -264 -875 -250 -3115 -890
48,89 -1287 -3942 -242 -1001 -286 -3066 -876
48,93 -1440 -3753 -176 -1120 -320 -2919 -834
49,09 -1845 -4005 -198 -1435 -410 -3115 -890
49,13 -1944 -4005 -242 -1512 -432 -3115 -890
49,17 -2052 -4005 -242 -1596 -456 -3115 -890
49,25 -2097 -3879 -44 -1631 -466 -3017 -862
49,29 -2151 -3753 -220 -1673 -478 -2919 -834
49,37 -2250 -3564 -22 -1750 -500 -2772 -792
49,41 -2358 -3375 0 -1834 -524 -2625 -750
49,41 -2358 -3069 -242 -1834 -524 -2387 -682
49,49 -2358 -2754 66 -1834 -524 -2142 -612
49,54 -2304 -2376 -110 -1792 -512 -1848 -528
49,62 -2250 -2070 0 -1750 -500 -1610 -460
49,66 -2097 -1755 66 -1631 -466 -1365 -390
49,78 -1440 -1125 -88 -1120 -320 -875 -250
49,82 -1125 -882 -88 -875 -250 -686 -196
49,86 -1125 -882 132 -875 -250 -686 -196
49,94 -621 -252 -44 -483 -138 -196 -56
50,02 -261 117 -242 -203 -58 91 26
50,06 0 495 -154 0 0 385 110
50,10 351 810 -44 273 78 630 180
50,18 351 810 -88 273 78 630 180
50,22 351 810 -88 273 78 630 180
50,26 351 810 22 273 78 630 180
50,34 351 810 -66 273 78 630 180
50,38 351 810 -44 273 78 630 180
50,42 351 810 22 273 78 630 180
50,46 2709 3123 0 2107 602 2429 694
50,55 2709 3123 132 2107 602 2429 694
50,59 2709 3123 154 2107 602 2429 694
50,75 2709 3123 66 2107 602 2429 694
50,79 2709 3123 264 2107 602 2429 694
50,83 2709 3123 154 2107 602 2429 694
50,87 2709 3123 330 2107 602 2429 694
50,91 2709 3123 264 2107 602 2429 694
50,99 2709 3123 242 2107 602 2429 694
51,07 2709 3123 308 2107 602 2429 694
51,11 2709 3123 176 2107 602 2429 694
51,15 2709 3123 286 2107 602 2429 694
51,23 2709 3123 396 2107 602 2429 694
51,27 2709 3123 242 2107 602 2429 694
51,39 2709 3123 462 2107 602 2429 694
51,43 2709 3123 330 2107 602 2429 694
51,47 2709 3123 330 2107 602 2429 694
51,56 2709 3123 352 2107 602 2429 694
51,60 2709 3123 374 2107 602 2429 694
51,68 2709 3123 374 2107 602 2429 694
51,72 2709 3123 308 2107 602 2429 694
51,76 2709 3123 352 2107 602 2429 694
51,84 2808 4122 286 2184 624 3206 916
51,88 2709 4122 330 2107 602 3206 916
51,92 2601 4122 396 2023 578 3206 916
52,00 2601 4122 374 2023 578 3206 916
52,12 2601 4122 594 2023 578 3206 916
52,16 2601 4122 506 2023 578 3206 916
52,28 2601 4122 550 2023 578 3206 916
52,28 2601 4122 374 2023 578 3206 916
52,36 2601 4122 264 2023 578 3206 916
52,40 2601 4122 242 2023 578 3206 916
52,44 1935 2745 132 1505 430 2135 610
52,53 1935 2745 88 1505 430 2135 610
52,57 1530 1431 176 1190 340 1113 318
52,65 1629 1368 198 1267 362 1064 304
52,69 1890 1746 88 1470 420 1358 388
52,77 2655 2808 44 2065 590 2184 624
52,93 3015 3123 44 2345 670 2429 694
53,01 3060 3249 0 2380 680 2527 722
53,05 3060 3249 -44 2380 680 2527 722
53,13 3420 3375 -22 2660 760 2625 750
53,17 3474 3375 -44 2702 772 2625 750
53,21 3474 3375 -44 2702 772 2625 750
53,29 3474 3375 -22 2702 772 2625 750
53,37 3321 2745 -154 2583 738 2135 610
53,41 3267 2682 -66 2541 726 2086 596
53,45 3267 2682 -220 2541 726 2086 596
53,49 3060 2187 -154 2380 680 1701 486
53,58 3060 1998 -440 2380 680 1554 444
53,58 2862 1620 -440 2226 636 1260 360
53,74 2655 747 -682 2065 590 581 166
53,82 2655 369 -858 2065 590 287 82
53,86 2655 54 -858 2065 590 42 12
53,94 2655 -252 -1078 2065 590 -196 -56
53,98 2556 -819 -1144 1988 568 -637 -182
54,02 2556 -1251 -1144 1988 568 -973 -278
54,10 2448 -1629 -1298 1904 544 -1267 -362
54,14 2448 -2133 -1364 1904 544 -1659 -474
54,18 2448 -2502 -1452 1904 544 -1946 -556
54,26 2403 -3132 -1408 1869 534 -2436 -696
54,26 2349 -3501 -1584 1827 522 -2723 -778
54,34 2349 -3942 -1518 1827 522 -3066 -876
54,46 2349 -3942 -1474 1827 522 -3066 -876
54,51 2349 -3942 -3608 1827 522 -3066 -876
54,55 2349 -3942 -3212 1827 522 -3066 -876
54,59 2349 -3942 -3300 1827 522 -3066 -876
54,67 2349 -3942 -1254 1827 522 -3066 -876
54,75 2349 -3942 -990 1827 522 -3066 -876
54,79 2349 -3942 -374 1827 522 -3066 -876
54,87 2349 -3942 -616 1827 522 -3066 -876
54,87 2349 -3942 -528 1827 522 -3066 -876
54,95 2349 -3942 -154 1827 522 -3066 -876
55,03 2349 -3942 -154 1827 522 -3066 -876
55,15 2349 -3942 66 1827 522 -3066 -876
55,15 2349 -3942 154 1827 522 -3066 -876
55,27 2349 -3942 66 1827 522 -3066 -876
55,27 2349 -3942 198 1827 522 -3066 -876
55,35 2349 -3942 132 1827 522 -3066 -876
55,43 2349 -3942 110 1827 522 -3066 -876
